clase,grupo,profesor,materia,aula,dia,hora,duracion
3393,"ADU-E6","Prof. E6","ADULTS","E6",2,2,,
3393,"ADU-E6","Prof. E6","ADULTS","E6",2,3,,
3393,"ADU-E6","Prof. E6","ADULTS","E6",3,9,,
3393,"ADU-E6","Prof. E6","ADULTS","E6",3,10,,
3393,"ADU-E6","Prof. E6","ADULTS","E6",4,8,,
3393,"ADU-E6","Prof. E6","ADULTS","E6",4,9,,
3393,"ADU-E6","Prof. E6","ADULTS","E6",5,3,,
3393,"ADU-E6","Prof. E6","ADULTS","E6",5,4,,
3394,"ADU-E7","Prof. E7","ADULTS","E7",1,8,,
3394,"ADU-E7","Prof. E7","ADULTS","E7",1,9,,
3394,"ADU-E7","Prof. E7","ADULTS","E7",3,9,,
3394,"ADU-E7","Prof. E7","ADULTS","E7",3,10,,
3394,"ADU-E7","Prof. E7","ADULTS","E7",5,2,,
3394,"ADU-E7","Prof. E7","ADULTS","E7",5,3,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",1,2,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",1,3,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",1,4,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",1,7,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",1,8,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",1,9,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",1,10,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",1,11,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",2,8,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",2,9,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",3,7,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",3,8,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",3,9,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",3,10,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",3,11,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",4,4,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",4,5,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",5,2,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",5,3,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",5,4,,
3395,"ADU-E2","Prof. E2","ADULTS","E2",5,5,,
3397,"1APD","83","331","22",1,1,,
3397,"1APD","83","331","22",1,2,,
3397,"1APD","83","331","22",2,1,,
3397,"1APD","83","331","22",2,2,,
3398,"1APD","101","351","22",2,3,,
3398,"1APD","101","351","22",2,4,,
3398,"1APD","101","351","22",4,1,,
3398,"1APD","101","351","22",4,2,,
3398,"1APD","101","351","22",5,5,,
3398,"1APD","101","351","22",5,6,,
3398,"1APD","81","351","24",2,3,,
3398,"1APD","81","351","24",2,4,,
3398,"1APD","81","351","24",4,1,,
3398,"1APD","81","351","24",4,2,,
3398,"1APD","81","351","24",5,5,,
3398,"1APD","81","351","24",5,6,,
3399,"1APD","76","352","22",1,5,,
3399,"1APD","76","352","22",1,6,,
3399,"1APD","100","352","24",1,5,,
3399,"1APD","100","352","24",1,6,,
3400,"1APD","91","333","22",1,3,,
3400,"1APD","91","333","22",1,4,,
3400,"1APD","91","333","22",2,5,,
3400,"1APD","91","333","22",4,4,,
3400,"1APD","88","333","24",1,3,,
3400,"1APD","88","333","24",1,4,,
3400,"1APD","88","333","24",2,5,,
3400,"1APD","88","333","24",4,4,,
3401,"1APD","91","333","22",3,3,,
3401,"1APD","91","333","22",3,4,,
3401,"1APD","91","333","22",4,3,,
3401,"1APD","92","333","24",3,3,,
3401,"1APD","92","333","24",3,4,,
3401,"1APD","92","333","24",4,3,,
3402,"1APD","84","332","22",2,6,,
3402,"1APD","84","332","22",4,5,,
3402,"1APD","84","332","22",4,6,,
3402,"1APD","84","332","22",5,2,,
3402,"1APD","84","332","22",5,3,,
3403,"2APD A","83","334","22",4,11,,
3403,"2APD A","83","334","22",5,9,,
3404,"2APD A","108","335","22",2,9,,
3404,"2APD A","108","335","22",2,10,,
3404,"2APD A","108","335","22",3,10,,
3404,"2APD A","108","335","22",3,11,,
3404,"2APD A","108","335","22",5,7,,
3404,"2APD A","108","335","22",5,8,,
3405,"2APD A","92","336","22",1,9,,
3405,"2APD A","92","336","22",2,11,,
3406,"2APD A","86","338","22",4,7,,
3406,"2APD A","86","338","22",4,8,,
3406,"2APD A","86","338","22",4,9,,
3407,"2APD A","109","337","22",1,10,,
3407,"2APD A","109","337","22",1,11,,
3408,"2APD A","89","339","34",3,8,,
3408,"2APD A","89","339","34",3,9,,
3409,"2APD B","108","334","24",5,9,,
3409,"2APD B","108","334","24",5,10,,
3410,"2APD B","112","335","24",2,10,,
3410,"2APD B","112","335","24",2,11,,
3410,"2APD B","112","335","24",3,10,,
3410,"2APD B","112","335","24",4,7,,
3410,"2APD B","112","335","24",4,8,,
3410,"2APD B","112","335","24",4,9,,
3411,"2APD B","93","336","24",1,9,,
3411,"2APD B","93","336","24",2,7,,
3412,"2APD B","83","338","24",4,10,,
3412,"2APD B","83","338","24",5,7,,
3412,"2APD B","83","338","24",5,8,,
3413,"2APD B","109","337","24",2,9,,
3413,"2APD B","109","337","24",3,11,,
3414,"2APD B","88","339","INFCUINA",3,8,,
3414,"2APD B","88","339","INFCUINA",3,9,,
3415,"1INS A","85","411","B2",1,1,,
3415,"1INS A","85","411","B2",1,2,,
3415,"1INS A","85","411","B2",3,2,,
3415,"1INS A","85","411","B2",3,3,,
3416,"1INS A","93","406","B2",4,3,,
3416,"1INS A","93","406","B2",4,4,,
3416,"1INS A","93","406","B2",5,5,,
3416,"1INS A","93","406","B2",5,6,,
3418,"1INS A","83","407","B2",3,1,,
3417,"1INS A","84","407","B2",1,4,,
3417,"1INS A","84","407","B2",1,5,,
3417,"1INS A","84","407","B2",1,6,,
3417,"1INS A","84","407","B2",2,3,,
3417,"1INS A","84","407","B2",2,4,,
3417,"1INS A","83","407","E8",1,4,,
3417,"1INS A","83","407","E8",1,5,,
3417,"1INS A","83","407","E8",1,6,,
3417,"1INS A","83","407","E7",2,3,,
3417,"1INS A","83","407","E7",2,4,,
3419,"1INS A","89","409","B2",2,6,,
3419,"1INS A","89","409","B2",5,3,,
3419,"1INS A","89","409","B2",5,4,,
3419,"1INS A","87","409","E7",2,6,,
3419,"1INS A","87","409","24",5,3,,
3419,"1INS A","87","409","24",5,4,,
3420,"1INS A","89","409","B2",5,1,,
3420,"1INS A","89","409","B2",5,2,,
3420,"1INS A","90","409","24",5,1,,
3420,"1INS A","90","409","24",5,2,,
3421,"1INS A","109","410","26",4,5,,
3421,"1INS A","109","410","26",4,6,,
3422,"1INS A","84","408","B2",2,1,,
3422,"1INS A","84","408","B2",2,2,,
3422,"1INS A","84","408","B2",2,5,,
3422,"1INS A","84","408","B2",4,1,,
3422,"1INS A","82","408","E7",2,1,,
3422,"1INS A","82","408","E7",2,2,,
3422,"1INS A","82","408","E7",2,5,,
3422,"1INS A","82","408","E8",4,1,,
3423,"2INS A","88","3","E8",1,1,,
3423,"2INS A","88","3","E8",1,2,,
3423,"2INS A","88","3","B1",2,1,,
3423,"2INS A","88","3","B1",2,2,,
3423,"2INS A","88","3","B1",2,3,,
3423,"2INS A","88","3","B1",2,4,,
3423,"2INS A","89","3","E9",1,1,,
3423,"2INS A","89","3","E9",1,2,,
3423,"2INS A","89","3","E9",2,1,,
3423,"2INS A","89","3","E9",2,2,,
3423,"2INS A","89","3","E9",2,3,,
3423,"2INS A","89","3","E9",2,4,,
3424,"2INS A","87","419","E9",1,5,,
3424,"2INS A","87","419","E9",3,3,,
3424,"2INS A","87","419","E9",4,5,,
3424,"2INS A","87","419","E9",5,2,,
3425,"2INS A","85","420","E9",1,3,,
3425,"2INS A","85","420","E9",1,4,,
3425,"2INS A","85","420","E9",3,4,,
3426,"2INS A","92","455","E9",3,1,,
3426,"2INS A","92","455","E9",3,2,,
3426,"2INS A","92","455","E9",4,1,,
3426,"2INS A","92","455","E9",4,2,,
3426,"2INS A","93","455","E2",3,1,,
3426,"2INS A","93","455","E2",3,2,,
3426,"2INS A","93","455","B1",4,1,,
3426,"2INS A","93","455","B1",4,2,,
3427,"2INS A","90","476","E11",5,3,,
3428,"1INS B","85","411","B1",2,10,,
3428,"1INS B","85","411","B1",2,11,,
3428,"1INS B","85","411","33",4,11,,
3428,"1INS B","85","411","33",4,12,,
3429,"1INS B","112","406","E9",1,11,,
3429,"1INS B","112","406","E9",1,12,,
3429,"1INS B","112","406","E9",3,11,,
3429,"1INS B","112","406","E9",3,12,,
3431,"1INS B","85","407","B1",2,7,,
3431,"1INS B","85","407","B1",2,8,,
3431,"1INS B","85","407","E9",4,10,,
3431,"1INS B","85","407","B1",5,9,,
3431,"1INS B","85","407","B1",5,10,,
3430,"1INS B","85","407","E11",2,9,,
3430,"1INS B","112","407","E9",2,9,,
3432,"1INS B","89","409","E9",4,7,,
3432,"1INS B","89","409","E9",4,8,,
3432,"1INS B","89","409","E9",4,9,,
3433,"1INS B","86","409","E9",1,8,,
3433,"1INS B","86","409","E9",1,9,,
3434,"1INS B","109","410","E11",2,12,,
3434,"1INS B","109","410","E9",5,11,,
3435,"1INS B","82","408","E9",1,10,,
3436,"1INS B","86","408","E9",1,7,,
3436,"1INS B","86","408","E9",5,7,,
3436,"1INS B","86","408","E9",5,8,,
3437,"2INS B","108","3","B2",4,7,,
3437,"2INS B","108","3","B2",4,8,,
3437,"2INS B","108","3","B2",4,9,,
3438,"2INS B","108","3","B2",1,9,,
3438,"2INS B","108","3","B2",2,7,,
3439,"2INS B","86","420","B2",1,10,,
3439,"2INS B","86","420","B2",4,10,,
3439,"2INS B","86","420","B2",4,11,,
3440,"2INS B","92","455","B2",2,9,,
3440,"2INS B","92","455","B2",2,10,,
3440,"2INS B","92","455","B2",5,7,,
3440,"2INS B","92","455","B2",5,8,,
3441,"2INS B","93","419","B2",1,7,,
3441,"2INS B","93","419","B2",1,8,,
3441,"2INS B","93","419","B2",1,11,,
3441,"2INS B","93","419","B2",2,11,,
3442,"2INS B","90","476","B2",3,8,,
3442,"2INS B","90","476","B2",3,9,,
3443,"1EIN","82","340","E11",2,3,,
3443,"1EIN","82","340","E11",2,4,,
3443,"1EIN","82","340","E11",4,3,,
3443,"1EIN","82","340","E11",4,4,,
3444,"1EIN","82","340","B1",5,2,,
3444,"1EIN","82","340","B1",5,3,,
3444,"1EIN","82","340","B1",5,4,,
3445,"1EIN","90","343","E11",1,3,,
3445,"1EIN","90","343","E11",1,4,,
3445,"1EIN","90","343","E11",4,1,,
3445,"1EIN","90","343","E11",4,2,,
3446,"1EIN","90","344","E11",1,1,,
3446,"1EIN","90","344","E11",1,2,,
3446,"1EIN","90","344","E11",1,5,,
3446,"1EIN","90","344","E11",1,6,,
3446,"1EIN","90","344","E11",4,5,,
3446,"1EIN","90","344","E11",4,6,,
3446,"1EIN","91","344","B1",1,1,,
3446,"1EIN","91","344","B1",1,2,,
3446,"1EIN","91","344","B1",1,5,,
3446,"1EIN","91","344","B1",1,6,,
3446,"1EIN","91","344","B2",4,5,,
3446,"1EIN","91","344","B2",4,6,,
3580,"1EIN","86","341","E11",2,2,,
3447,"1EIN","86","341","E11",2,5,,
3447,"1EIN","86","341","E11",2,6,,
3447,"1EIN","86","341","E11",3,3,,
3447,"1EIN","86","341","E11",3,4,,
3447,"1EIN","83","341","E8",2,5,,
3447,"1EIN","83","341","E8",2,6,,
3447,"1EIN","83","341","E8",3,3,,
3447,"1EIN","83","341","E8",3,4,,
3448,"1EIN","84","342","E11",3,1,,
3448,"1EIN","84","342","E11",3,2,,
3448,"1EIN","84","342","E11",5,1,,
3449,"2EIN","112","348","E11",2,7,,
3449,"2EIN","112","348","E11",5,9,,
3449,"2EIN","112","348","E11",5,10,,
3449,"2EIN","112","348","E11",5,11,,
3450,"2EIN","91","346","E11",3,10,,
3450,"2EIN","91","346","E11",3,11,,
3450,"2EIN","91","346","E11",5,7,,
3450,"2EIN","91","346","E11",5,8,,
3450,"2EIN","88","346","E11",3,10,,
3450,"2EIN","88","346","E11",3,11,,
3450,"2EIN","88","346","E11",5,7,,
3450,"2EIN","88","346","E11",5,8,,
3451,"2EIN","108","346","E11",1,10,,
3451,"2EIN","108","346","E11",1,11,,
3451,"2EIN","92","346","E11",1,10,,
3451,"2EIN","92","346","E11",1,11,,
3452,"2EIN","90","350","E13",2,8,,
3452,"2EIN","90","350","E13",2,9,,
3452,"2EIN","90","350","E13",2,10,,
3452,"2EIN","93","350","E8",2,8,,
3452,"2EIN","93","350","E8",2,9,,
3452,"2EIN","93","350","E8",2,10,,
3454,"2EIN","109","347","E11",1,7,,
3454,"2EIN","109","347","E11",2,11,,
3453,"2EIN","82","349","E11",1,8,,
3453,"2EIN","82","349","E11",1,9,,
3453,"2EIN","82","349","E11",3,8,,
3453,"2EIN","82","349","E11",3,9,,
3453,"2EIN","112","349","E8",1,8,,
3453,"2EIN","112","349","E8",1,9,,
3453,"2EIN","112","349","E8",3,8,,
3453,"2EIN","112","349","E8",3,9,,
3455,"1GAD","19","98","32",1,5,,
3455,"1GAD","19","98","32",1,6,,
3455,"1GAD","19","98","32",2,4,,
3455,"1GAD","19","98","32",3,4,,
3455,"1GAD","19","98","32",4,5,,
3456,"1GAD","19","97","32",2,3,,
3456,"1GAD","19","97","32",3,3,,
3456,"1GAD","19","97","32",4,4,,
3457,"1GAD","22","107","32",2,5,,
3457,"1GAD","22","107","32",5,2,,
3457,"1GAD","22","107","32",5,3,,
3457,"1GAD","22","107","32",5,6,,
3458,"1GAD","22","92","32",2,1,,
3458,"1GAD","22","92","32",2,2,,
3458,"1GAD","22","92","32",3,1,,
3458,"1GAD","22","92","32",3,2,,
3458,"1GAD","22","92","32",5,4,,
3459,"1GAD","23","100","32",4,1,,
3460,"1GAD","20","100","32",5,1,,
3460,"1GAD","22","100","33",5,1,,
3461,"1GAD","20","100","32",1,2,,
3461,"1GAD","20","100","32",1,3,,
3461,"1GAD","20","100","32",4,2,,
3461,"1GAD","20","100","32",4,3,,
3461,"1GAD","23","100","33",1,2,,
3461,"1GAD","23","100","33",1,3,,
3461,"1GAD","23","100","33",4,2,,
3461,"1GAD","23","100","33",4,3,,
3462,"2GAD","20","108","32",2,7,,
3462,"2GAD","20","108","32",2,8,,
3462,"2GAD","20","108","32",2,9,,
3462,"2GAD","20","108","32",3,9,,
3462,"2GAD","20","108","32",3,10,,
3463,"2GAD","15","80","32",1,10,,
3463,"2GAD","15","80","32",3,8,,
3463,"2GAD","15","80","32",5,9,,
3463,"2GAD","15","80","32",5,10,,
3464,"2GAD","14","96","32",1,11,,
3464,"2GAD","14","96","32",4,9,,
3465,"2GAD","16","464","32",2,11,,
3465,"2GAD","16","464","32",4,10,,
3465,"2GAD","16","464","32",4,11,,
3465,"2GAD","16","464","32",5,7,,
3465,"2GAD","16","464","32",5,8,,
3466,"2GAD","17","79","32",1,7,,
3466,"2GAD","17","79","32",1,8,,
3466,"2GAD","17","79","32",4,7,,
3466,"2GAD","17","79","32",4,8,,
3466,"2GAD","22","79",,1,7,,
3466,"2GAD","22","79",,1,8,,
3466,"2GAD","22","79",,4,7,,
3466,"2GAD","22","79",,4,8,,
3467,"1AF","21","103","31",1,2,,
3467,"1AF","21","103","31",1,3,,
3467,"1AF","21","103","31",3,1,,
3467,"1AF","21","103","31",3,2,,
3468,"1AF","18","93","31",1,1,,
3468,"1AF","18","93","31",2,1,,
3468,"1AF","18","93","31",2,2,,
3470,"1AF","17","90","31",3,3,,
3470,"1AF","17","90","31",3,4,,
3470,"1AF","17","90","31",4,1,,
3470,"1AF","17","90","31",5,4,,
3469,"1AF","17","90","31",2,3,,
3469,"1AF","17","90","31",2,4,,
3469,"1AF","17","90","31",4,6,,
3469,"1AF","17","90","31",5,5,,
3469,"1AF","22","90","33",2,3,,
3469,"1AF","22","90","33",2,4,,
3469,"1AF","22","90","33",4,6,,
3469,"1AF","22","90","33",5,5,,
3471,"1AF","18","91","31",2,5,,
3471,"1AF","18","91","31",2,6,,
3472,"1AF","20","99","33",1,4,,
3472,"1AF","20","99","33",4,4,,
3472,"1AF","20","99","33",4,5,,
3472,"1AF","20","99","33",5,2,,
3472,"1AF","20","99","33",5,3,,
3472,"1AF","23","99","31",1,4,,
3472,"1AF","23","99","31",4,4,,
3472,"1AF","23","99","31",4,5,,
3472,"1AF","23","99","31",5,2,,
3472,"1AF","23","99","31",5,3,,
3473,"1ADI","21","581","30",1,4,,
3473,"1ADI","21","581","30",1,5,,
3473,"1ADI","21","581","30",5,3,,
3473,"1ADI","21","581","30",5,4,,
3474,"1ADI","18","582","30",1,2,,
3474,"1ADI","18","582","30",1,3,,
3474,"1ADI","18","582","30",3,3,,
3475,"1ADI","17","583","30",2,5,,
3475,"1ADI","17","583","30",2,6,,
3475,"1ADI","17","583","30",4,3,,
3475,"1ADI","17","583","30",4,4,,
3475,"1ADI","17","583","30",5,1,,
3475,"1ADI","17","583","30",5,2,,
3476,"1ADI","18","584","30",2,4,,
3476,"1ADI","18","584","30",3,4,,
3477,"1ADI","23","585","30",1,6,,
3477,"1ADI","23","585","30",2,2,,
3477,"1ADI","23","585","30",2,3,,
3477,"1ADI","23","585","30",3,1,,
3477,"1ADI","23","585","30",3,2,,
3478,"2ADI","14","588","30",1,8,,
3478,"2ADI","14","588","30",1,9,,
3478,"2ADI","14","588","30",3,11,,
3478,"2ADI","14","588","34",4,10,,
3479,"2ADI","15","588","30",1,11,,
3480,"2ADI","14","589","30",1,7,,
3480,"2ADI","14","589","30",2,10,,
3480,"2ADI","14","589","30",2,11,,
3480,"2ADI","14","589","30",3,9,,
3480,"2ADI","14","589","30",3,10,,
3481,"2ADI","16","589","30",1,10,,
3482,"2ADI","23","590","30",5,7,,
3482,"2ADI","23","590","30",5,8,,
3482,"2ADI","23","590","30",5,9,,
3483,"2ADI","14","592","30",3,8,,
3483,"2ADI","14","592","30",5,10,,
3483,"2ADI","14","592","30",5,11,,
3487,"1ACO A","26","559","36",2,3,,
3487,"1ACO B","26","559","36",2,3,,
3484,"1ACO A","26","559","36",2,2,,
3484,"1ACO A","26","559","36",4,3,,
3484,"1ACO B","26","559","36",2,2,,
3484,"1ACO B","26","559","36",4,3,,
3485,"1ACO A","105","559","35",5,4,,
3485,"1ACO A","105","559","35",5,5,,
3485,"1ACO B","26","567","36",5,4,,
3485,"1ACO B","26","567","36",5,5,,
3486,"1ACO A","25","561","36",1,4,,
3486,"1ACO A","25","561","36",1,5,,
3486,"1ACO A","25","561","36",4,5,,
3486,"1ACO A","25","561","36",4,6,,
3486,"1ACO B","25","561","36",1,4,,
3486,"1ACO B","25","561","36",1,5,,
3486,"1ACO B","25","561","36",4,5,,
3486,"1ACO B","25","561","36",4,6,,
3489,"1ACO A","25","561","34",2,1,,
3489,"1ACO B","26","567","36",2,1,,
3490,"1ACO A","24","562","34",1,2,,
3490,"1ACO A","24","562","33",3,3,,
3490,"1ACO A","24","562","19",5,1,,
3490,"1ACO B","24","562","34",1,2,,
3490,"1ACO B","24","562","33",3,3,,
3490,"1ACO B","24","562","19",5,1,,
3492,"1ACO A","24","562","34",1,1,,
3492,"1ACO B","26","567","36",1,1,,
3493,"1ACO A","24","562","35",4,4,,
3493,"1ACO B","26","567","36",4,4,,
3494,"1ACO A","106","564","36",2,6,,
3494,"1ACO B","106","564","36",2,6,,
3495,"1ACO A","106","564","36",3,1,,
3495,"1ACO B","27","564","34",3,1,,
3496,"1ACO A","27","564","36",1,6,,
3496,"1ACO B","27","564","36",1,6,,
3497,"1ACO A","27","564","36",3,2,,
3497,"1ACO B","106","564","34",3,2,,
3498,"1ACO A","26","567","36",5,2,,
3498,"1ACO A","26","567","36",5,3,,
3498,"1ACO B","105","559","35",5,2,,
3498,"1ACO B","105","559","35",5,3,,
3500,"1ACO A","26","567","36",3,4,,
3500,"1ACO B","25","561","34",3,4,,
3501,"1ACO A","26","567","36",4,2,,
3501,"1ACO B","24","562","34",4,2,,
3502,"1ACO A","26","567","36",1,3,,
3502,"1ACO B","24","562","35",1,3,,
3503,"1ACO A","25","569","36",2,4,,
3503,"1ACO A","25","569","36",2,5,,
3503,"1ACO A","25","569","36",4,1,,
3503,"1ACO B","25","569","36",2,4,,
3503,"1ACO B","25","569","36",2,5,,
3503,"1ACO B","25","569","36",4,1,,
3504,"2ACO","107","560","36",2,10,,
3504,"2ACO","107","560","36",2,11,,
3504,"2ACO","107","560","36",5,8,,
3505,"2ACO","107","563","36",3,9,,
3505,"2ACO","107","563","36",3,10,,
3505,"2ACO","107","563","36",5,10,,
3505,"2ACO","107","563","36",5,11,,
3506,"2ACO","106","565","36",3,8,,
3506,"2ACO","106","565","36",4,7,,
3506,"2ACO","106","565","36",4,8,,
3506,"2ACO","106","565","36",4,11,,
3506,"2ACO","106","565","36",5,7,,
3507,"2ACO","106","571","36",1,7,,
3507,"2ACO","106","571","36",1,8,,
3508,"2ACO","24","568","36",2,8,,
3508,"2ACO","24","568","36",2,9,,
3509,"2ACO","107","568","36",3,11,,
3510,"1MAP","26","545","35",1,2,,
3510,"1MAP","26","545","35",2,4,,
3510,"1MAP","26","545","35",4,1,,
3511,"1MAP","24","547","35",1,4,,
3511,"1MAP","24","547","35",4,6,,
3512,"1MAP","24","547","34",4,5,,
3512,"1MAP","24","547","34",5,5,,
3513,"1MAP","25","548","35",1,6,,
3513,"1MAP","25","548","35",3,1,,
3513,"1MAP","25","548","35",4,2,,
3513,"1MAP","25","548","35",4,3,,
3514,"1MAP","27","551","35",1,5,,
3514,"1MAP","27","551","34",5,1,,
3514,"1MAP","27","551","34",5,2,,
3515,"1MAP","105","551","35",3,4,,
3515,"1MAP","105","551","35",5,6,,
3516,"1MAP","25","553","35",1,1,,
3516,"1MAP","25","553","35",2,2,,
3516,"1MAP","25","553","35",2,3,,
3516,"1MAP","25","553","35",3,2,,
3517,"1MAP","25","553","34",5,3,,
3520,"1SMX A","45","291","20.2",1,2,,
3520,"1SMX A","45","291","20.2",1,3,,
3520,"1SMX A","45","291","20.2",1,4,,
3520,"1SMX A","45","291","20.2",4,4,,
3520,"1SMX A","45","291","20.2",4,5,,
3520,"1SMX A","45","291","20.2",4,6,,
3521,"1SMX A","42","286","20.2",4,3,,
3521,"1SMX A","42","286","20.2",5,3,,
3521,"1SMX A","42","286","20.2",5,4,,
3521,"1SMX A","42","286","20.2",5,5,,
3522,"1SMX A","46","288","20.2",4,2,,
3523,"1SMX A","44","288","20.2",2,3,,
3523,"1SMX A","44","288","20.2",3,1,,
3523,"1SMX A","44","288","20.2",3,2,,
3523,"1SMX A","44","288","20.2",3,4,,
3524,"1SMX A","38","278","20.2",5,1,,
3524,"1SMX A","38","278","20.2",5,2,,
3525,"1SMX A","41","278","20.2",2,4,,
3525,"1SMX A","41","278","20.2",2,5,,
3525,"1SMX A","41","278","20.2",2,6,,
3526,"1SMX B","118","291","20.4",2,3,,
3526,"1SMX B","118","291","20.4",2,4,,
3526,"1SMX B","118","291","20.4",4,2,,
3526,"1SMX B","118","291","20.4",4,3,,
3526,"1SMX B","118","291","20.4",5,5,,
3526,"1SMX B","118","291","20.4",5,6,,
3527,"1SMX B","43","286","20.4",3,1,,
3527,"1SMX B","43","286","20.4",3,2,,
3527,"1SMX B","43","286","20.4",5,3,,
3527,"1SMX B","43","286","20.4",5,4,,
3528,"1SMX B","46","288","20.4",3,4,,
3528,"1SMX B","46","288","20.4",4,4,,
3528,"1SMX B","46","288","20.4",4,5,,
3528,"1SMX B","46","288","20.4",5,1,,
3528,"1SMX B","46","288","20.4",5,2,,
3529,"1SMX B","38","278","20.4",2,5,,
3529,"1SMX B","38","278","20.4",2,6,,
3530,"1SMX B","41","278","20.4",1,2,,
3530,"1SMX B","41","278","20.4",1,3,,
3530,"1SMX B","41","278","20.4",1,4,,
3531,"1SMX C","45","291","23",2,3,,
3531,"1SMX C","45","291","23",2,4,,
3531,"1SMX C","45","291","23",3,1,,
3531,"1SMX C","45","291","23",3,2,,
3531,"1SMX C","45","291","23",4,2,,
3531,"1SMX C","45","291","23",4,3,,
3532,"1SMX C","43","286","23",1,4,,
3532,"1SMX C","43","286","23",3,4,,
3532,"1SMX C","43","286","23",5,5,,
3532,"1SMX C","43","286","23",5,6,,
3533,"1SMX C","46","288","23",2,5,,
3534,"1SMX C","44","288","23",1,1,,
3534,"1SMX C","44","288","23",1,2,,
3534,"1SMX C","44","288","23",1,3,,
3534,"1SMX C","44","288","23",2,6,,
3535,"1SMX C","38","278","23",5,3,,
3535,"1SMX C","38","278","23",5,4,,
3536,"1SMX C","41","278","23",4,4,,
3536,"1SMX C","41","278","23",4,5,,
3536,"1SMX C","41","278","23",4,6,,
3537,"2SMX A","43","293","20.3",2,7,,
3537,"2SMX A","43","293","20.3",2,8,,
3537,"2SMX A","43","293","20.3",4,7,,
3537,"2SMX A","43","293","20.3",4,8,,
3538,"2SMX A","117","280","20.3",3,11,,
3538,"2SMX A","117","280","20.3",4,9,,
3538,"2SMX A","117","280","20.3",5,8,,
3538,"2SMX A","117","280","20.3",5,9,,
3539,"2SMX A","44","267","20.3",2,9,,
3539,"2SMX A","44","267","20.3",2,10,,
3539,"2SMX A","44","267","20.3",4,10,,
3539,"2SMX A","44","267","20.3",4,11,,
3539,"2SMX A","44","267","20.3",5,7,,
3540,"2SMX A","46","295","20.3",1,7,,
3540,"2SMX A","46","295","20.3",1,8,,
3540,"2SMX A","46","295","20.3",1,9,,
3541,"2SMX A","117","295","20.3",1,10,,
3541,"2SMX A","117","295","20.3",2,11,,
3541,"2SMX A","117","295","20.3",2,12,,
3543,"2SMX A","39","466","20.3",3,9,,
3544,"2SMX A","118","466","20.3",3,8,,
3544,"2SMX A","118","466","20.3",3,10,,
3545,"2SMX B","118","293","23",1,7,,
3545,"2SMX B","118","293","23",1,8,,
3545,"2SMX B","118","293","23",2,9,,
3545,"2SMX B","118","293","23",2,10,,
3546,"2SMX B","117","280","23",4,10,,
3546,"2SMX B","117","280","23",4,11,,
3546,"2SMX B","117","280","23",4,12,,
3546,"2SMX B","117","280","23",5,7,,
3547,"2SMX B","44","267","23",4,7,,
3547,"2SMX B","44","267","23",4,8,,
3547,"2SMX B","44","267","23",5,8,,
3547,"2SMX B","44","267","23",5,9,,
3547,"2SMX B","44","267","23",5,10,,
3548,"2SMX B","46","295","23",3,8,,
3548,"2SMX B","46","295","23",3,10,,
3548,"2SMX B","46","295","23",3,11,,
3549,"2SMX B","117","295","23",1,9,,
3549,"2SMX B","117","295","23",2,7,,
3549,"2SMX B","117","295","23",2,8,,
3550,"2SMX B","46","466","23",1,10,,
3551,"2SMX B","118","466","23",3,9,,
3552,"2SMX B","44","466","23",4,9,,
3553,"1ASIX-DAM","42","283","20.3",1,5,,
3553,"1ASIX-DAM","42","283","20.3",1,6,,
3553,"1ASIX-DAM","42","283","20.3",2,3,,
3553,"1ASIX-DAM","42","283","20.3",2,4,,
3553,"1ASIX-DAM","42","283","20.3",2,5,,
3553,"1ASIX-DAM","42","283","20.3",2,6,,
3554,"1ASIX-DAM","39","268","20.3",1,3,,
3554,"1ASIX-DAM","39","268","20.3",1,4,,
3554,"1ASIX-DAM","39","268","20.3",5,3,,
3554,"1ASIX-DAM","39","268","20.3",5,4,,
3555,"1ASIX-DAM","38","264","20.3",2,1,,
3555,"1ASIX-DAM","38","264","20.3",2,2,,
3555,"1ASIX-DAM","38","264","20.3",3,2,,
3555,"1ASIX-DAM","38","264","20.3",3,3,,
3555,"1ASIX-DAM","38","264","20.3",3,4,,
3556,"1ASIX-DAM","39","296","20.3",4,3,,
3556,"1ASIX-DAM","39","296","20.3",4,4,,
3556,"1ASIX-DAM","39","296","20.3",4,5,,
